objID,specObjID,z,u_mag,g_mag,r_mag,i_mag,z_mag,w1mpro,w2mpro,w3mpro,w4mpro,o3_hB,n2_hA,s2_hA,o1_hA,o3_o2,ne3_o2,is_AGN,which_AGN,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,w1-w2,w1-w3,w1-w4,w2-w3,w2-w4,w3-w4,ra,dec,neighbor_id,angular_sep,num_neighbors
1237658614124183673,1.062996E+18,0.1044642,20.07065,17.77592,16.90173,16.41732,16.07861,14.457,14.169,10.9,8.686,-0.1356718120013278,-0.3814429462894497,-0.3751088833690048,-1.2148346517595368,-0.3479506193682499,-0.8098420377389741,False,0,2.29473,3.16892,3.65333,3.99204,0.87419,1.3586,1.69731,0.48441,0.82312,0.33871,0.288,3.557,5.771,3.269,5.483,2.214,154.930104680805,46.8003510366619,[],[],0
1237658614125756538,1.08323E+18,0.02525639,17.83266,16.06898,15.36589,14.96757,14.62359,12.636,12.557,8.882,7.084,-0.4290110899577062,-0.4405501340691519,-0.4458868586241778,-1.3460018341073292,-0.4101007991988949,-0.8343704070355671,False,0,1.76368,2.46677,2.86509,3.20907,0.70309,1.10141,1.44539,0.39832,0.7423,0.34398,0.079,3.754,5.552,3.675,5.473,1.798,159.865985949785,48.1329474262626,[],[],0
1237658614129688716,1.087774E+18,0.01047224,16.72153,15.41081,14.84313,14.32604,14.10547,,,,,-0.3986558714173671,-0.6616202340303186,-0.2835086727434875,-1.7018288772040149,inf,,False,0,1.31072,1.8784,2.39549,2.61606,0.56768,1.08477,1.30534,0.51709,0.73766,0.22057,,,,,,,173.303916644363,50.3012737576239,[],[],0
1237658629158207659,1.818411E+18,0.00411457,15.63531,14.30076,13.83971,13.61579,13.45998,13.454,13.473,11.272,8.576,-0.3559036160989438,-0.6051680370427832,-0.4378889579859081,-1.9143038826982897,inf,,False,0,1.33455,1.7956,2.01952,2.17533,0.46105,0.68497,0.84078,0.22392,0.37973,0.15581,-0.019,2.182,4.878,2.201,4.897,2.696,186.52214643472,11.8122143698299,[],[],0
1237658629159452792,1.819493E+18,0.004512808,13.29186,11.74763,11.12222,10.65002,10.33517,12.617,12.591,9.463,6.457,-0.9281244232180508,-0.502500515294579,-0.7308983250124794,-1.9898575549976831,inf,inf,False,0,1.54423,2.16964,2.64184,2.95669,0.62541,1.09761,1.41246,0.4722,0.78705,0.31485,0.026,3.154,6.16,3.128,6.134,3.006,189.422691330442,11.8254259298452,[],[],0
1237658629695406235,1.817211E+18,0.08891211,18.75192,17.68966,17.23312,16.88465,16.73207,14.379,14.093,10.071,8.215,-0.6632857491922333,-0.4440428812407592,-0.5480475174969488,-1.6443873880514337,-0.3612666483931158,,False,0,1.06226,1.5188,1.86727,2.01985,0.45654,0.80501,0.95759,0.34847,0.50105,0.15258,0.286,4.308,6.164,4.022,5.878,1.856,187.293163884918,12.2403967045257,[],[],0
1237658630768820350,1.818421E+18,0.0007899793,21.16604,18.90824,17.80623,17.45078,16.96264,,,,,-0.5109283050026865,-0.4946177559594327,-0.5058638041256662,-1.3429785176577358,inf,inf,False,0,2.2578,3.35981,3.71526,4.2034,1.10201,1.45746,1.9456,0.35545,0.84359,0.48814,,,,,,,186.532135076534,13.1136203079244,[],[],0
1237658780557836753,2.06279E+18,0.0940604,19.62463,18.8282,18.5658,18.17048,18.19999,15.718,15.303,10.911,7.983,-0.0829246452366189,-0.4932815133391174,-0.6178669461985989,-2.0187382075349585,-0.068584049949743,-1.1986965703554269,False,0,0.79643,1.05883,1.45415,1.42464,0.2624,0.65772,0.62821,0.39532,0.36581,-0.02951,0.415,4.807,7.735,4.392,7.32,2.928,227.732643656244,5.83744416583288,[],[],0
1237658800426385563,1.146223E+18,0.05849684,17.50358,15.96491,15.21417,14.82104,14.521,12.968,12.901,9.967,8.033,-0.3739543532822199,-0.3188385955538146,-0.441546157073015,-1.408386243525521,-0.274813732241294,-0.9417261386603006,False,0,1.53867,2.28941,2.68254,2.98258,0.75074,1.14387,1.44391,0.39313,0.69317,0.30004,0.067,3.001,4.935,2.934,4.868,1.934,181.188484404554,53.7901973298516,[],[],0
1237658800963387544,1.146193E+18,0.04906325,18.47693,17.22624,16.83536,16.59698,16.43405,15.163,15.102,11.489,9.109,-0.2195020029310038,-0.5939937300586614,-0.3566821381596798,-1.2801034700631588,-0.3865419349236583,-1.091657829870003,False,0,1.25069,1.64157,1.87995,2.04288,0.39088,0.62926,0.79219,0.23838,0.40131,0.16293,0.061,3.674,6.054,3.613,5.993,2.38,181.746243139493,54.2310303104239,[],[],0
1237658800963977320,1.147361E+18,0.04664541,18.58438,17.6463,17.37751,17.11549,16.99815,14.721,14.518,10.647,8.079,0.3075802382022055,-0.7726874305041701,-0.4829986871739433,-1.439923316121256,0.2194615971658685,-0.9346982546391588,False,0,0.93808,1.20687,1.46889,1.58623,0.26879,0.53081,0.64815,0.26202,0.37936,0.11734,0.203,4.074,6.642,3.871,6.439,2.568,183.96150763482,54.2098909129771,[],[],0
1237658800967057680,1.169845E+18,0.02762208,17.26369,15.55349,14.78394,14.40164,14.13552,12.629,12.664,11.393,8.799,-0.2636095179606151,-0.4066803471793556,-0.212610274121878,-0.7009952946469554,-0.5176274648082649,-0.9387046288051726,False,0,1.7102,2.47975,2.86205,3.12817,0.76955,1.15185,1.41797,0.3823,0.64842,0.26612,-0.035,1.236,3.83,1.271,3.865,2.594,195.920042897003,53.7232394369451,[],[],0
1237658800967188827,1.169822E+18,0.02860751,17.44608,16.33641,16.07543,15.91543,15.84144,14.178,13.975,10.479,8.219,0.1149965051700601,-0.742975505787447,-0.4645337432615224,-1.4303409845609576,-0.1443173400926693,-1.1598574500814196,False,0,1.10967,1.37065,1.53065,1.60464,0.26098,0.42098,0.49497,0.16,0.23399,0.07399,0.203,3.699,5.959,3.496,5.756,2.26,196.381604376942,53.620096491258,[],[],0
1237658800970268812,1.174371E+18,0.07041799,19.14807,17.88037,17.38905,17.05722,16.87547,14.55,14.388,10.622,8.968,-0.2405565841719904,-0.4491014842603129,-0.322334005115891,-1.3072495168818707,-0.1879031212479447,-0.7766054084895799,False,0,1.2677,1.75902,2.09085,2.2726,0.49132,0.82315,1.0049,0.33183,0.51358,0.18175,0.162,3.928,5.582,3.766,5.42,1.654,207.674989956243,52.0532077994193,[],[],0
1237658801507401800,1.174328E+18,0.1372565,18.85378,18.20389,17.95219,17.73514,17.79951,15.431,15.095,10.916,8.353,0.3638856812298341,-0.8343571912534878,-0.6475303809565529,-1.560957471544866,0.2431475513994445,-1.0326288312625458,False,0,0.64989,0.90159,1.11864,1.05427,0.2517,0.46875,0.40438,0.21705,0.15268,-0.06437,0.336,4.515,7.078,4.179,6.742,2.563,208.800543969632,52.2009732603973,[],[],0
1237658802034573341,1.141746E+18,0.02068626,17.1442,15.85877,15.07242,14.7897,14.49235,10.808,10.032,7.554,5.476,0.2002805526060344,-0.6126865532897618,-0.9092941117094012,-1.1802064098639278,inf,inf,True,14,1.28543,2.07178,2.3545,2.65185,0.78635,1.06907,1.36642,0.28272,0.58007,0.29735,0.776,3.254,5.332,2.478,4.556,2.078,171.400652949809,54.3825519037878,[],[],0
1237658802036801663,1.146286E+18,0.00378085,16.74625,15.52025,15.05459,14.83199,14.81943,,,,,0.1531713512249171,-0.6911176702130072,-0.3157467467324767,-1.4655433690209023,inf,inf,False,0,1.226,1.69166,1.91426,1.92682,0.46566,0.68826,0.70082,0.2226,0.23516,0.01256,,,,,,,180.251509547157,55.0247574748187,[],[],0
1237658802039685223,1.168815E+18,0.08506002,17.79907,15.80535,14.87169,14.44995,14.10689,12.336,12.288,11.957,9.264,0.023047996816197,-0.1401010849031662,-0.7663639973365054,-1.1921219348930017,,-1.1810957609918298,True,1,1.99372,2.92738,3.34912,3.69218,0.93366,1.3554,1.69846,0.42174,0.7648,0.34306,0.048,0.379,3.072,0.331,3.024,2.693,191.698033800307,54.8875243223097,[],[],0
1237658802041126988,1.171044E+18,0.03218065,18.6651,17.2287,16.91596,16.71152,16.62548,15.37,15.37,12.747,9.126,0.3200737252601598,-1.0052077073223895,-0.4732742745458896,-1.3214345988439422,0.0246844265247049,-0.9086688889242334,False,0,1.4364,1.74914,1.95358,2.03962,0.31274,0.51718,0.60322,0.20444,0.29048,0.08604,0.0,2.623,6.244,2.623,6.244,3.621,197.288357865884,54.390751893547,[],[],0
1237658802044534909,1.175555E+18,0.1082966,19.10663,17.68826,17.14242,16.73433,16.53564,14.185,13.935,9.849,8.075,-0.6634644009101283,-0.4172660657618975,-0.5770372629956895,-1.5584132017113077,-0.4050934452765636,-0.9584485288535518,False,0,1.41837,1.96421,2.3723,2.57099,0.54584,0.95393,1.15262,0.40809,0.60678,0.19869,0.25,4.336,6.11,4.086,5.86,1.774,209.940990568725,52.3768850467683,[1237658802044534908],[7.696081709469101],1
1237658802570723385,1.140633E+18,0.05363965,18.82965,17.40924,16.75259,16.40282,16.14562,14.175,14.055,11.387,8.763,-0.4285334474489778,-0.3782583877146587,-0.387611817519627,-1.4044436860864682,-0.3018620755099528,-0.7843392323933858,False,0,1.42041,2.07706,2.42683,2.68403,0.65665,1.00642,1.26362,0.34977,0.60697,0.2572,0.12,2.788,5.412,2.668,5.292,2.624,168.512450246698,54.3235993190399,[],[],0
1237658802572558360,1.142949E+18,0.05489025,18.69079,16.72906,15.83878,15.38913,15.11907,13.012,12.902,11.321,9.111,0.1967212597307174,-0.1044988435105569,-0.0010317022800166,-0.488565105947873,-0.2073352124673053,-0.8854936748616077,True,1,1.96173,2.85201,3.30166,3.57172,0.89028,1.33993,1.60999,0.44965,0.71971,0.27006,0.11,1.691,3.901,1.581,3.791,2.21,175.817807021469,55.2776930113944,[],[],0
1237658802573017244,1.145147E+18,0.003165317,14.52196,13.39667,12.86718,12.57816,12.38907,12.392,12.404,9.199,7.036,-0.5197985821713195,-0.4075378761250556,-0.4457658166821192,-1.4022463189975576,inf,inf,False,0,1.12529,1.65478,1.9438,2.13289,0.52949,0.81851,1.0076,0.28902,0.47811,0.18909,-0.012,3.193,5.356,3.205,5.368,2.163,177.662221886272,55.3538715856386,[],[],0
1237658802576949341,1.168844E+18,0.08559433,18.43254,16.51554,15.59008,15.19577,14.86292,13.043,12.984,12.028,9.17,0.2382695322908085,-0.1949725163886679,-0.3108833349850897,-0.8908780969880683,-0.2794807338355555,-0.7233375187890019,True,1,1.917,2.84246,3.23677,3.56962,0.92546,1.31977,1.65262,0.39431,0.72716,0.33285,0.059,1.015,3.873,0.956,3.814,2.858,193.291902686144,55.1689916766638,[],[],0
1237658803116376193,1.172222E+18,0.1075005,18.19056,16.27339,15.25201,14.81472,14.4699,12.594,12.523,11.737,9.464,-0.1813743111942031,0.1935171342127402,-0.0790662301658907,-0.4333363889087594,,,True,1,1.91717,2.93855,3.37584,3.72066,1.02138,1.45867,1.80349,0.43729,0.78211,0.34482,0.071,0.857,3.13,0.786,3.059,2.273,203.396825800655,54.4621259838166,[1237658803116376196],[5.16637266299929],1
1237658803117097082,1.173341E+18,0.06824583,20.02826,17.95679,16.95078,16.424,16.12037,13.229,13.117,10.193,8.608,-0.0957374652870668,-0.6007403702280776,-0.4682891003020786,-1.0482392558771774,-0.3526739362010677,-1.4863733482111965,False,0,2.07147,3.07748,3.60426,3.90789,1.00601,1.53279,1.83642,0.52678,0.83041,0.30363,0.112,3.036,4.621,2.924,4.509,1.585,206.109113479545,54.1182758801456,[],[],0
1237658916383752307,1.168763E+18,0.03278319,19.10532,18.06236,17.67212,17.4496,17.30103,15.352,15.228,12.578,8.795,0.0976797815089032,-0.8704769014313752,-0.3714913767730043,-1.198169269888869,-0.1160223345910675,,False,0,1.04296,1.4332,1.65572,1.80429,0.39024,0.61276,0.76133,0.22252,0.37109,0.14857,0.124,2.774,6.557,2.65,6.433,3.783,190.052712779671,53.8530963623706,[],[],0
1237658916385259664,1.169845E+18,0.03286814,18.73813,17.73464,17.36956,17.11241,16.95109,14.867,14.773,11.131,8.642,0.0503425211725978,-0.7119743038137273,-0.4677579525564744,-1.435982913717931,-0.2134588791251022,-1.096962208003318,False,0,1.00349,1.36857,1.62572,1.78704,0.36508,0.62223,0.78355,0.25715,0.41847,0.16132,0.094,3.736,6.225,3.642,6.131,2.489,195.911587668021,53.5539904660836,[],[],0
1237658916923179107,1.172137E+18,0.02461417,16.75576,15.59457,15.15711,14.93798,14.79129,14.106,13.956,10.45,8.231,-0.327226329424356,-0.5146140388995963,-0.3958480056260541,-1.4384504410209344,,,False,0,1.16119,1.59865,1.81778,1.96447,0.43746,0.65659,0.80328,0.21913,0.36582,0.14669,0.15,3.656,5.875,3.506,5.725,2.219,199.899803178808,53.5027135375569,[],[],0
1237658917458870347,1.169864E+18,0.03013226,16.41563,14.84475,14.11211,13.74225,13.49056,12.377,12.387,9.504,7.538,-0.2175878657199475,-0.3618013169859859,-0.5756779288545212,-1.610880903581032,0.2950545074967951,-0.5562508247364548,False,0,1.57088,2.30352,2.67338,2.92507,0.73264,1.1025,1.35419,0.36986,0.62155,0.25169,-0.01,2.873,4.839,2.883,4.849,1.966,195.407538265052,54.3904516237619,[],[],0
1237658917994430596,1.168789E+18,0.1118196,19.40778,18.20947,17.53918,17.10332,16.88006,14.194,13.908,10.0,8.304,-0.5286113424108322,-0.4089843602310942,-0.5570198965470078,-1.457631229308295,-0.4088472058453731,-1.6078487975254288,False,0,1.19831,1.8686,2.30446,2.52772,0.67029,1.10615,1.32941,0.43586,0.65912,0.22326,0.286,4.194,5.89,3.908,5.604,1.696,190.557990184767,55.1821505557875,[],[],0
1237658917994889473,1.168823E+18,0.08347382,19.22486,17.96961,17.36092,16.98066,16.76127,13.925,13.65,9.576,7.65,-0.0805630843824585,-0.5658362084061982,-0.4281863815504741,-1.466065644055681,-0.0524435633081466,-1.211511214706685,False,0,1.25525,1.86394,2.2442,2.46359,0.60869,0.98895,1.20834,0.38026,0.59965,0.21939,0.275,4.349,6.275,4.074,6.0,1.926,192.404505315519,55.1054590066253,[],[],0
1237658918532677718,1.169949E+18,0.08986147,18.80925,16.62159,15.74683,15.31009,14.94725,13.487,13.362,11.183,8.957,-0.0584644410220104,-0.5276425023675554,-0.2498861205288021,-1.5153533648551831,-0.1602664036504214,-0.9953142877087472,False,0,2.18766,3.06242,3.49916,3.862,0.87476,1.3115,1.67434,0.43674,0.79958,0.36284,0.125,2.304,4.53,2.179,4.405,2.226,196.044446701224,55.1518601394425,[],[],0
1237659119327641807,1.182232E+18,0.06316945,18.50478,17.36356,16.93681,16.63482,16.4864,14.145,13.958,9.914,8.192,-0.544118970647636,-0.4554026039934496,-0.5363712832622155,-1.5534074372985391,-0.2528283031050591,-1.3110766393748994,False,0,1.14122,1.56797,1.86996,2.01838,0.42675,0.72874,0.87716,0.30199,0.45041,0.14842,0.187,4.231,5.953,4.044,5.766,1.722,228.995631270045,45.3389924050781,[],[],0
1237659119328886961,1.183334E+18,0.07837617,18.77204,17.56569,17.19269,16.94199,16.79245,14.733,14.478,11.116,9.167,-0.0800287617885261,-0.6147684024073728,-0.3796422175344164,-1.3065660814690057,-0.1659424274356613,-1.3821484521398133,False,0,1.20635,1.57935,1.83005,1.97959,0.373,0.6237,0.77324,0.2507,0.40024,0.14954,0.255,3.617,5.566,3.362,5.311,1.949,232.114524801144,43.6945074204825,[],[],0
1237659119330459656,1.185626E+18,0.02232423,17.36934,16.14739,15.61376,15.32116,15.08251,13.123,13.026,9.437,7.449,-0.3284706989356352,-0.498290267283284,-0.362981009833583,-1.3288273607416787,-4.437276305249718,-5.120355306933988,False,0,1.22195,1.75558,2.04818,2.28683,0.53363,0.82623,1.06488,0.2926,0.53125,0.23865,0.097,3.686,5.674,3.589,5.577,1.988,235.996128113043,41.5836520922186,[],[],0
1237659119332753646,1.187877E+18,0.03911755,18.70122,17.52549,17.06209,16.76632,16.6429,15.163,15.027,11.945,9.723,-0.17329614471413,-0.57548683210159,-0.3273840714702297,-1.3093067547986046,-0.2422236249688041,-0.9638636697071836,False,0,1.17573,1.63913,1.9349,2.05832,0.4634,0.75917,0.88259,0.29577,0.41919,0.12342,0.136,3.218,5.44,3.082,5.304,2.222,241.251589240751,38.09672464357,[],[],0
1237659119333474687,1.189079E+18,0.06742316,16.94975,15.08096,14.20905,13.78044,13.47496,11.994,12.023,11.489,9.74,-0.0513141816248481,-0.4446222728562724,,-0.3944319357550995,1.2051835714058745,,True,1,1.86879,2.7407,3.16931,3.47479,0.87191,1.30052,1.606,0.42861,0.73409,0.30548,-0.029,0.505,2.254,0.534,2.283,1.749,242.807662304615,36.9734273132405,[1237659153679384884],[68.79537071882409],1
1237659119861825589,1.178838E+18,0.03714626,17.83699,16.99116,16.51759,16.21511,16.00238,13.857,13.316,8.318,4.887,0.1390627683621412,-0.3498356921950346,-0.7627402023599478,-1.8320846768561032,0.1669884609754142,-1.174293009634191,True,2,0.84583,1.3194,1.62188,1.83461,0.47357,0.77605,0.98878,0.30248,0.51521,0.21273,0.541,5.539,8.97,4.998,8.429,3.431,221.634977974477,49.0105584994912,[],[],0
1237659119868510367,1.186841E+18,0.07074425,19.64423,18.12535,16.93988,16.39826,15.97172,13.781,13.72,11.272,9.193,-0.0502405383165225,-0.5523256827997332,-0.283699601562324,-0.8509825302497983,0.1759735703822952,,False,0,1.51888,2.70435,3.24597,3.67251,1.18547,1.72709,2.15363,0.54162,0.96816,0.42654,0.061,2.509,4.588,2.448,4.527,2.079,238.992352632746,40.086191184927,[],[],0
1237659119869755670,1.187867E+18,0.03928625,18.86317,17.85827,17.45026,17.22404,17.06002,15.722,15.414,12.23,9.933,-0.0236104988326913,-0.6908955295600114,-0.3784927275540314,-1.3922307550342357,-0.1262664335153422,-0.8652390266723659,False,0,1.0049,1.41291,1.63913,1.80315,0.40801,0.63423,0.79825,0.22622,0.39024,0.16402,0.308,3.492,5.789,3.184,5.481,2.297,241.896128419725,38.171402963915,[],[],0
1237659120396206153,1.176679E+18,0.1451735,19.19164,18.33526,17.96842,17.67602,17.59121,15.345,14.986,11.029,9.019,-0.1774941772164329,-0.5497394273026772,-0.5410689307287385,-1.5172565954727637,-0.1484101182102462,-1.4603265642758383,False,0,0.85638,1.22322,1.51562,1.60043,0.36684,0.65924,0.74405,0.2924,0.37721,0.08481,0.359,4.316,6.326,3.957,5.967,2.01,213.842759166607,51.9893361256421,[],[],0
1237659120400138244,1.181219E+18,0.09335704,17.78527,15.88561,14.94656,14.52474,14.17282,12.358,12.244,10.347,8.728,-0.5970340986661203,-0.3622234937020715,-0.5496129477140024,-1.1775788495531745,-0.2247796723253834,,True,1,1.89966,2.83871,3.26053,3.61245,0.93905,1.36087,1.71279,0.42182,0.77374,0.35192,0.114,2.011,3.63,1.897,3.516,1.619,226.092552243085,47.6866899588672,[],[],0
1237659120401514680,1.183412E+18,0.01716684,15.28008,13.77976,13.05349,12.68011,12.42714,11.333,11.253,7.756,5.787,-0.5934385276446311,-0.4477764797307202,-0.7214767896193055,-1.890082155348025,inf,inf,False,0,1.50032,2.22659,2.59997,2.85294,0.72627,1.09965,1.35262,0.37338,0.62635,0.25297,0.08,3.577,5.546,3.497,5.466,1.969,229.855243078304,45.8802489498708,[],[],0
1237659120405971123,1.187936E+18,0.06876737,18.99891,17.03402,16.4097,16.01642,15.74126,13.784,13.599,10.116,8.326,-0.0940035797712997,-0.4859427524270268,-0.498555053428434,-1.222012456398014,0.0026334845617998,,False,0,1.96489,2.58921,2.98249,3.25765,0.62432,1.0176,1.29276,0.39328,0.66844,0.27516,0.185,3.668,5.458,3.483,5.273,1.79,240.700239357541,39.4592506445882,[],[],0
1237659120934715540,1.178932E+18,0.007349892,17.37888,16.37413,16.06413,15.91604,15.80683,14.287,14.165,11.996,9.295,0.4036766337965286,-1.0379186023618805,-0.6119751695008219,-1.5612152753244546,inf,inf,False,0,1.00475,1.31475,1.46284,1.57205,0.31,0.45809,0.5673,0.14809,0.2573,0.10921,0.122,2.291,4.992,2.169,4.87,2.701,219.697321554966,50.7170397782543,[],[],0
1237659120935305293,1.178983E+18,0.03075393,18.51799,17.61489,17.39711,17.23573,17.22198,15.949,15.319,10.5,7.072,0.4374497381960746,-1.201027524497298,-0.6261101031500074,-1.3891111756359222,0.3677706954785218,-1.0311901242934616,False,0,0.9031,1.12088,1.28226,1.29601,0.21778,0.37916,0.39291,0.16138,0.17513,0.01375,0.63,5.449,8.877,4.819,8.247,3.428,221.397211321318,50.0944565332466,[],[],0
1237659120936157214,1.180113E+18,0.02630513,17.3548,15.80346,15.36707,15.07021,14.77889,13.814,13.707,10.399,8.422,-0.1644715878935532,-0.3959851966539374,-0.4306268221539033,-1.0165481126579954,-0.1592065563983218,,False,0,1.55134,1.98773,2.28459,2.57591,0.43639,0.73325,1.02457,0.29686,0.58818,0.29132,0.107,3.415,5.392,3.308,5.285,1.977,223.993141593647,49.1021298020401,[],[],0
1237659131135066310,1.177773E+18,0.02574166,18.45306,17.48411,17.10495,16.9181,16.78834,15.198,15.143,12.455,9.155,0.2726840496058855,-0.9463853840954146,-0.4904215980935062,-1.4728635866947248,inf,inf,False,0,0.96895,1.34811,1.53496,1.66472,0.37916,0.56601,0.69577,0.18685,0.31661,0.12976,0.055,2.743,6.043,2.688,5.988,3.3,216.618992400549,49.5093758281185,[],[],0
1237659131135852659,1.178879E+18,0.07529522,19.8561,17.59224,16.67019,16.2415,15.94713,12.993,12.96,12.368,9.504,-0.0117891282377985,-0.952523679304722,,,0.3216492924610395,,True,1,2.26386,3.18591,3.6146,3.90897,0.92205,1.35074,1.64511,0.42869,0.72306,0.29437,0.033,0.625,3.489,0.592,3.456,2.864,219.103285083624,48.8198815880865,[],[],0
1237659131135983815,1.178884E+18,0.1227145,18.7058,16.69674,15.6622,15.22496,14.87755,12.864,12.757,12.31,9.317,,,-1.1381677902919416,-1.2780353536958546,,,True,1,2.00906,3.0436,3.48084,3.82825,1.03454,1.47178,1.81919,0.43724,0.78465,0.34741,0.107,0.554,3.547,0.447,3.44,2.993,219.437773644869,48.5900175006497,[1237659131135983948],[38.37180070404447],1
1237659131136507994,1.178829E+18,0.07020178,19.01458,18.01897,17.65656,17.38516,17.27379,15.326,15.038,11.694,8.721,-0.0626524942265967,-0.5837274798328207,-0.421638387776886,-1.439042765707245,-0.1324001617835488,-1.4677196256649725,False,0,0.99561,1.35802,1.62942,1.74079,0.36241,0.63381,0.74518,0.2714,0.38277,0.11137,0.288,3.632,6.605,3.344,6.317,2.973,221.077404437001,48.0450741643008,[],[],0
1237659131674296336,1.181174E+18,0.08719076,17.7672,15.73774,14.77268,14.34111,13.98829,12.18,12.171,11.692,9.453,0.5008041453350074,-1.45783995556921,-0.7086306173044047,,-0.4138273684579374,,True,1,2.02946,2.99452,3.42609,3.77891,0.96506,1.39663,1.74945,0.43157,0.78439,0.35282,0.009,0.488,2.727,0.479,2.718,2.239,224.020363462617,47.4534564158341,[1237659131674296337],[36.94280207584129],1
1237659131677966488,1.184518E+18,0.0297995,18.87143,17.62649,17.14172,16.8638,16.64394,14.659,14.573,11.4,8.999,-0.0587016949778984,-0.6418510707489745,-0.3228242031575051,-1.4182683889063146,-0.1542878850341306,-1.3100671728562978,False,0,1.24494,1.72971,2.00763,2.22749,0.48477,0.76269,0.98255,0.27792,0.49778,0.21986,0.086,3.259,5.66,3.173,5.574,2.401,233.785135629997,42.6802839543205,[],[],0
1237659131679867135,1.186771E+18,0.1012048,19.12443,17.66606,16.91623,16.41605,16.10961,13.601,13.26,9.103,7.298,-0.4426539372459629,-0.4569994208595029,-0.5294966384033302,-1.6347999592187508,-0.1028552344604526,-1.2562415686066573,False,0,1.45837,2.2082,2.70838,3.01482,0.74983,1.25001,1.55645,0.50018,0.80662,0.30644,0.341,4.498,6.303,4.157,5.962,1.805,238.311810771081,39.8903425085839,[],[],0
1237659132211363914,1.179948E+18,0.1245532,19.32233,17.22451,16.18806,15.76238,15.41058,13.263,13.123,12.481,9.163,0.8070471306653793,0.3407875381264862,,-0.1375005793145114,-0.2598982523507702,-0.6884668318029029,True,1,2.09782,3.13427,3.55995,3.91175,1.03645,1.46213,1.81393,0.42568,0.77748,0.3518,0.14,0.782,4.1,0.642,3.96,3.318,224.835521220801,47.5670572844979,[],[],0
1237659132743385210,1.175546E+18,0.05020154,18.70972,17.68356,17.19791,16.86322,16.67156,14.01,13.661,9.518,7.622,-0.6235189076323483,-0.4281894771301161,-0.587524901650826,-1.6848062378682704,-0.4108048963764863,-1.1923903283759123,False,0,1.02616,1.51181,1.8465,2.03816,0.48565,0.82034,1.012,0.33469,0.52635,0.19166,0.349,4.492,6.388,4.143,6.039,1.896,209.689434800427,52.7125180470501,[],[],0
1237659132752232544,1.185675E+18,0.03410032,18.42576,17.38317,16.96899,16.71895,16.57043,14.711,14.478,11.35,9.257,-0.1574701899675301,-0.6202168460459913,-0.433933784303787,-1.7677900331653595,-0.3533875639039609,-1.135137345526112,False,0,1.04259,1.45677,1.70681,1.85533,0.41418,0.66422,0.81274,0.25004,0.39856,0.14852,0.233,3.361,5.454,3.128,5.221,2.093,235.693874886968,42.5427952591316,[],[],0
1237659133284188255,1.180058E+18,0.07546851,17.6459,15.70845,14.77096,14.34219,14.04055,12.24,12.26,11.638,9.485,0.7189062242501202,0.2982691787114148,-0.3389114240745461,-0.7359059006816606,-0.4819234401870292,,True,1,1.93745,2.87494,3.30371,3.60535,0.93749,1.36626,1.6679,0.42877,0.73041,0.30164,-0.02,0.602,2.755,0.622,2.775,2.153,222.769144574617,49.255155053913,[],[],0
1237659133817913412,1.175605E+18,0.07648903,17.12074,15.50543,14.60277,14.18972,13.87764,11.902,11.727,10.455,8.556,0.0303333991166557,0.218945052781882,-0.3648748604779777,-0.9492428603385056,0.3406970141460324,,True,1,1.61531,2.51797,2.93102,3.2431,0.90266,1.31571,1.62779,0.41305,0.72513,0.31208,0.175,1.447,3.346,1.272,3.171,1.899,212.955992133184,52.8167132161399,[],[],0
1237659144557232259,1.303843E+18,0.07116782,19.15152,17.65646,16.93772,16.51302,16.16357,14.611,14.572,11.748,9.002,-0.2196873686892425,-0.409508943150085,-0.470470137909392,-1.1546750970433317,-0.2393833108404865,-0.8659405782280887,False,0,1.49506,2.2138,2.6385,2.98795,0.71874,1.14344,1.49289,0.4247,0.77415,0.34945,0.039,2.863,5.609,2.824,5.57,2.746,207.164377521413,57.313401934758,[],[],0
1237659144557232259,1.303843E+18,0.07116782,19.15152,17.65646,16.93772,16.51302,16.16357,14.817,14.602,11.684,8.737,-0.2196873686892425,-0.409508943150085,-0.470470137909392,-1.1546750970433317,-0.2393833108404865,-0.8659405782280887,False,0,1.49506,2.2138,2.6385,2.98795,0.71874,1.14344,1.49289,0.4247,0.77415,0.34945,0.215,3.133,6.08,2.918,5.865,2.947,207.164377521413,57.313401934758,[],[],0
1237659145094758565,1.303796E+18,0.05266016,18.36845,17.18496,16.73769,16.48382,16.31579,14.8,14.666,11.331,8.747,-0.2717740770869271,-0.5303576438226071,-0.3433260556052784,-1.152752542292915,-0.3496139838934258,,False,0,1.18349,1.63076,1.88463,2.05266,0.44727,0.70114,0.86917,0.25387,0.4219,0.16803,0.134,3.469,6.053,3.335,5.919,2.584,210.109938611724,57.2050227602904,[],[],0
1237659148310544437,1.307193E+18,0.02928609,18.89506,17.7266,17.66179,17.48729,17.43744,,,,,0.3547625516031562,-1.115145623669928,-0.5676104250883212,-1.3078500973189386,0.245859362570258,-1.365631505542084,False,0,1.16846,1.23327,1.40777,1.45762,0.06481,0.23931,0.28916,0.1745,0.22435,0.04985,,,,,,,217.557794350511,54.3624394077338,[],[],0
