objID,specObjID,z,u_mag,g_mag,r_mag,i_mag,z_mag,w1mpro,w2mpro,w3mpro,w4mpro,o3_hB,n2_hA,s2_hA,o1_hA,o3_o2,ne3_o2,is_AGN,which_AGN,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,w1-w2,w1-w3,w1-w4,w2-w3,w2-w4,w3-w4,ra,dec,neighbor_id,angular_sep,num_neighbors
1237645943979180612,1.399604E+18,0.01949213,21.31427,19.03107,18.78801,19.26983,19.15778,17.081,16.278,12.594,9.075,0.5279400407699192,-1.4282544360665126,-0.6724764287551207,-1.4305178236018803,inf,inf,False,0,2.2832,2.52626,2.04444,2.15649,0.24306,-0.23876,-0.12671,-0.48182,-0.36977,0.11205,0.803,4.487,8.006,3.684,7.203,3.519,57.0173229052629,1.04552781312669,[],[],0
1237645943979508109,1.398515E+18,0.03839651,19.15826,18.14675,17.82738,17.58305,17.46861,16.17,16.259,12.534,8.962,0.1420696522964071,-0.9165579059746204,-0.451983782838594,-1.214055443523749,0.0163549141213357,,False,0,1.01151,1.33088,1.57521,1.68965,0.31937,0.5637,0.67814,0.24433,0.35877,0.11444,-0.089,3.636,7.208,3.725,7.297,3.572,57.7046790004628,0.960463191525081,[],[],0
1237648702984093714,3.479597E+17,0.02314522,18.55297,17.33136,17.09766,16.84304,16.79137,15.737,15.77,12.669,8.847,0.1360445454705458,-0.7980705462763272,-0.2997600692391062,-2.21015592659493,inf,inf,False,0,1.22161,1.45531,1.70993,1.7616,0.2337,0.48832,0.53999,0.25462,0.30629,0.05167,-0.033,3.068,6.89,3.101,6.923,3.822,223.599511185508,-1.12985939023181,[],[],0
1237648702992155134,3.884954E+17,0.03480103,17.72277,16.82992,16.48717,16.26849,16.08926,13.806,13.535,9.379,7.604,-0.2039787914568682,-0.5358715405285911,-0.5271361857754459,-1.6131780824195348,-0.0943259048793701,-1.3210781486521808,False,0,0.89285,1.2356,1.45428,1.63351,0.34275,0.56143,0.74066,0.21868,0.39791,0.17923,0.271,4.427,6.202,4.156,5.931,1.775,242.106324033165,-1.21472999890493,[],[],0
1237648703505039455,3.254123E+17,0.04290823,20.20203,18.5532,17.71663,17.2793,16.94498,14.567,14.357,11.166,8.292,-0.4012284219303871,-0.3764689221609405,-0.6319072734969589,-1.9153447315375216,-0.4199687606610817,-1.1254779739471508,False,0,1.64883,2.4854,2.92273,3.25705,0.83657,1.2739,1.60822,0.43733,0.77165,0.33432,0.21,3.401,6.275,3.191,6.065,2.874,187.211825463226,-0.639493397495324,[],[],0
1237648703506808952,3.288464E+17,0.02297334,17.38447,15.64536,15.1749,14.92813,14.78215,14.836,14.69,11.633,8.85,-0.1922071625141433,-0.5432523781904259,-0.2656721386855842,,inf,inf,False,0,1.73911,2.20957,2.45634,2.60232,0.47046,0.71723,0.86321,0.24677,0.39275,0.14598,0.146,3.203,5.986,3.057,5.84,2.783,191.330192628836,-0.760445599685824,[],[],0
1237648704042565657,3.265762E+17,0.02263155,15.26668,13.58423,12.74797,12.3324,11.94574,11.019,11.045,8.147,6.048,-0.641694129824978,-0.4265813763460023,-0.5841319134579938,-1.7439215609082823,inf,inf,False,0,1.68245,2.51871,2.93428,3.32094,0.83626,1.25183,1.63849,0.41557,0.80223,0.38666,-0.026,2.872,4.971,2.898,4.997,2.099,188.794435461631,-0.221135591000015,[],[],0
1237648704046629003,3.322057E+17,0.04062444,18.31561,17.34599,16.97116,16.73808,16.5818,14.789,14.549,11.377,8.673,-0.061991566324381,-0.6342370512883493,-0.4661570597992528,-1.5163169055948018,-0.1049814815569816,-1.3053331894574731,False,0,0.96962,1.34445,1.57753,1.73381,0.37483,0.60791,0.76419,0.23308,0.38936,0.15628,0.24,3.412,6.116,3.172,5.876,2.704,198.071283651797,-0.294947015345206,[],[],0
1237648704048332959,3.344363E+17,0.04604892,19.44778,17.59693,16.6982,16.24501,15.80145,13.703,13.601,11.301,9.075,-0.1392927834288345,-0.4072046704951602,-0.2041896525928503,-1.5628509013445826,0.0833177107864052,-0.8632071518026492,False,0,1.85085,2.74958,3.20277,3.64633,0.89873,1.35192,1.79548,0.45319,0.89675,0.44356,0.102,2.402,4.628,2.3,4.526,2.226,201.984062083556,-0.302765459418362,[],[],0
1237648704049447009,3.367051E+17,0.02204254,16.9017,16.05482,15.80106,15.69918,15.58668,13.705,12.866,9.183,6.642,0.567149984915841,-0.7233673128049288,-0.6849662725059101,-1.5364359312160836,-2.660462941822816,-3.804952382030267,True,2,0.84688,1.10064,1.20252,1.31502,0.25376,0.35564,0.46814,0.10188,0.21438,0.1125,0.839,4.522,7.063,3.683,6.224,2.541,204.564104821911,-0.398550148561042,[],[],0
1237648704051085426,3.377766E+17,0.1074706,19.34835,18.23807,17.80551,17.51526,17.39843,15.12,14.901,11.136,8.164,-0.0634602954606054,-0.6302034670988512,-0.4620489934874869,-1.4508508195481158,-0.1250029645664928,-2.03596208245689,False,0,1.11028,1.54284,1.83309,1.94992,0.43256,0.72281,0.83964,0.29025,0.40708,0.11683,0.219,3.984,6.956,3.765,6.737,2.972,208.171212128679,-0.38827749163958,[],[],0
1237648704064520508,3.862359E+17,0.08291406,18.67155,17.49188,16.99701,16.68154,16.467,14.541,14.282,10.584,8.126,-0.3072554438616537,-0.4919828604621806,-0.4469285244185353,-1.4499185235911132,-0.0338304158047167,-1.2820034806633966,False,0,1.17967,1.67454,1.99001,2.20455,0.49487,0.81034,1.02488,0.31547,0.53001,0.21454,0.259,3.957,6.415,3.698,6.156,2.458,238.865632970796,-0.345529599805579,[],[],0
1237648704065831311,3.885108E+17,0.05043225,18.48573,17.36541,17.00329,16.78896,16.64153,15.217,15.135,11.4,8.439,-0.2814162612795123,-0.5915603353871383,-0.3637423606366242,-1.539913301144461,-0.1098046083732946,-1.193456806639328,False,0,1.12032,1.48244,1.69677,1.8442,0.36212,0.57645,0.72388,0.21433,0.36176,0.14743,0.082,3.817,6.778,3.735,6.696,2.961,241.903699505106,-0.343699519793302,[],[],0
1237648704068977226,3.918624E+17,0.1353874,18.83447,17.81779,17.26293,17.17602,16.8006,14.259,13.868,9.717,7.294,-0.2360768734112532,-0.4898880001337159,-0.4662494106831479,-1.3577508495805333,-0.0914850685796439,-1.4297074811133834,False,0,1.01668,1.57154,1.65845,2.03387,0.55486,0.64177,1.01719,0.08691,0.46233,0.37542,0.391,4.542,6.965,4.151,6.574,2.423,249.052687653085,-0.35366047490311,[],[],0
1237648704595362052,3.491368E+17,0.110673,19.27312,18.09593,17.63168,17.33079,17.23004,15.232,14.814,11.122,8.838,-0.324629106977619,-0.5398509195739555,-0.4130979558820342,-1.671841706078394,-0.387125559879113,,False,0,1.17719,1.64144,1.94233,2.04308,0.46425,0.76514,0.86589,0.30089,0.40164,0.10075,0.418,4.11,6.394,3.692,5.976,2.284,225.150174443256,0.14629089429306,[],[],0
1237648705114210371,3.232828E+17,0.09364491,19.40385,18.0983,17.40182,17.00541,16.75593,14.366,14.201,10.536,8.528,-0.173605752906283,-0.4166142553052045,-0.5358253298068973,-1.408819705107602,-0.1607641366694956,-0.8151200323067728,False,0,1.30555,2.00203,2.39844,2.64792,0.69648,1.09289,1.34237,0.39641,0.64589,0.24948,0.165,3.83,5.838,3.665,5.673,2.008,183.920251646139,0.470995138117364,[],[],0
1237648705115783342,3.255379E+17,0.1068005,19.4,17.97085,17.41834,17.07178,16.92686,14.613,14.326,10.481,8.052,-0.3389817646235403,-0.4929025522354541,-0.5458014349791551,-1.3104726164326066,-0.2528272737893808,-0.8990752498893775,False,0,1.42915,1.98166,2.32822,2.47314,0.55251,0.89907,1.04399,0.34656,0.49148,0.14492,0.287,4.132,6.561,3.845,6.274,2.429,187.594252963955,0.56049517134478,[],[],0
1237648705123909854,3.378687E+17,0.07704341,19.32528,17.75377,16.97153,16.53864,16.26314,13.601,13.33,9.832,8.206,-0.3217865582487581,-0.3925515536365315,-0.5069069701584381,-1.4431096556757048,0.1324587398699739,-0.3324521733860033,False,0,1.57151,2.35375,2.78664,3.06214,0.78224,1.21513,1.49063,0.43289,0.70839,0.2755,0.271,3.769,5.395,3.498,5.124,1.626,206.164676067621,0.51281424189107,[],[],0
1237648705669038314,6.069307E+17,0.261961,18.9964,18.53811,18.07377,17.93297,17.59446,14.857,14.063,10.169,7.845,0.0144730873254052,-0.4285806205036566,-0.5972389313237224,-1.4738112248880175,0.1104980368099388,-0.9395215317020208,False,0,0.45829,0.92263,1.06343,1.40194,0.46434,0.60514,0.94365,0.1408,0.47931,0.33851,0.794,4.688,7.012,3.894,6.218,2.324,225.041681055964,0.976741780607894,[],[],0
1237648705677164927,3.89651E+17,0.03289048,18.33331,17.55621,17.33644,17.16182,17.05617,15.071,14.981,11.813,8.749,0.4078200653752574,-1.047728365518182,-0.6087981067377605,-1.5848176534115164,0.3427141920873385,-0.8233221479577214,False,0,0.7771,0.99687,1.17149,1.27714,0.21977,0.39439,0.50004,0.17462,0.28027,0.10565,0.09,3.258,6.322,3.168,6.232,3.064,243.510084849993,1.05275873594624,[],[],0
1237648705677558254,3.896834E+17,0.08448764,19.58208,18.09292,17.40553,17.00167,16.77896,14.649,14.47,10.43,8.084,-0.7871847012951394,-0.3072452140311607,-0.5322640730998981,-1.5632977440347449,-0.6394572198147754,-1.046979361006816,False,0,1.48916,2.17655,2.58041,2.80312,0.68739,1.09125,1.31396,0.40386,0.62657,0.22271,0.179,4.219,6.565,4.04,6.386,2.346,244.452787135753,0.939585978831384,[],[],0
1237648720148496526,3.084985E+17,0.08019475,17.66643,16.73644,16.42635,16.12911,15.97669,14.14,13.824,9.745,7.939,-0.6897331452430817,-0.4750675910213279,-0.5658942509140293,-1.746805188853936,-0.513427601051302,-1.2412752649149148,False,0,0.92999,1.24008,1.53732,1.68974,0.31009,0.60733,0.75975,0.29724,0.44966,0.15242,0.316,4.395,6.201,4.079,5.885,1.806,160.613410492995,-1.02922590172957,[],[],0
1237648720152297645,3.141629E+17,0.07366282,17.46833,15.86707,15.15606,14.77989,14.48393,13.018,12.932,9.933,8.18,-0.4921027503229938,-0.462580789854545,-0.5784047280316031,-1.9588842352972315,-0.2925504018446323,-1.0098779057592917,False,0,1.60126,2.31227,2.68844,2.9844,0.71101,1.08718,1.38314,0.37617,0.67213,0.29596,0.086,3.085,4.838,2.999,4.752,1.753,169.240382353573,-1.00047079139832,[],[],0
1237648720158654635,3.231449E+17,0.1204509,19.32154,18.19986,17.6124,17.26926,17.0259,14.843,14.525,11.072,8.176,-0.2407244131697001,-0.4440670616043818,-0.4601376328586041,-1.4131621603212945,-0.2639409316942951,-1.2063087278609572,False,0,1.12168,1.70914,2.05228,2.29564,0.58746,0.9306,1.17396,0.34314,0.5865,0.24336,0.318,3.771,6.667,3.453,6.349,2.896,183.816065796442,-1.02477855577097,[],[],0
1237648720166256826,3.344528E+17,0.1067151,18.46853,16.79743,15.99511,15.60165,15.27003,13.296,12.973,9.906,8.359,0.4878120685371346,0.205609857239434,-0.2500868818752413,-0.7924150497146051,-0.1978564276327259,-1.0104746768282211,True,1,1.6711,2.47342,2.86688,3.1985,0.80232,1.19578,1.5274,0.39346,0.72508,0.33162,0.323,3.39,4.937,3.067,4.614,1.547,201.215467643809,-1.03510211611643,[],[],0
1237648720173203679,3.434072E+17,0.02946364,17.78012,16.78834,16.40244,16.288,16.06576,14.599,14.441,10.958,8.812,-0.1845165383070154,-0.5551554029038555,-0.4313871196758752,-1.5106928921131892,-0.3247182223548183,-1.6209724397068983,False,0,0.99178,1.37768,1.49212,1.71436,0.3859,0.50034,0.72258,0.11444,0.33668,0.22224,0.158,3.641,5.787,3.483,5.629,2.146,216.980742237539,-1.00817664138413,[],[],0
1237648720677962043,5.359809E+17,0.09623088,18.32296,17.24045,16.66996,16.27736,16.0908,13.341,13.057,8.927,7.267,-0.7180847840291101,-0.4212986643910427,-0.6728583828911685,-1.6519413068065705,-0.2541054029561985,-0.9475355530084238,False,0,1.08251,1.653,2.0456,2.23216,0.57049,0.96309,1.14965,0.3926,0.57916,0.18656,0.284,4.414,6.074,4.13,5.79,1.66,143.701362049601,-0.518903508634691,[],[],0
1237648720681238732,3.029114E+17,0.09412583,19.33784,17.92842,17.20645,16.84065,16.56835,14.663,14.613,12.2,8.922,-0.185208687248544,-0.4185008660046539,-0.2933239055791172,-1.3084296956669832,-0.420689574410895,-0.9698945822433892,False,0,1.40942,2.13139,2.49719,2.76949,0.72197,1.08777,1.36007,0.3658,0.6381,0.2723,0.05,2.463,5.741,2.413,5.691,3.278,151.196138284289,-0.628563181223924,[],[],0
1237648720693690521,3.209467E+17,0.08446588,19.02181,17.99356,17.41382,17.08703,16.92062,14.835,14.79,10.95,8.884,-0.5139411484014125,-0.421982068494992,-0.4666934516289675,-1.6518542780490948,-0.5301753273156828,-0.7930300753855831,False,0,1.02825,1.60799,1.93478,2.10119,0.57974,0.90653,1.07294,0.32679,0.4932,0.16641,0.045,3.885,5.951,3.84,5.906,2.066,179.539474487257,-0.595325929517885,[],[],0
1237648720693952589,3.209216E+17,0.08261096,19.15256,17.70881,17.01504,16.62065,16.31684,14.184,13.969,10.642,8.528,-0.4463353213227088,-0.406246371943766,-0.4300572289980429,-2.019384453267166,-0.6236911055585846,,False,0,1.44375,2.13752,2.53191,2.83572,0.69377,1.08816,1.39197,0.39439,0.6982,0.30381,0.215,3.542,5.656,3.327,5.441,2.114,180.138283520507,-0.591523474572793,[],[],0
1237648720698671128,3.276891E+17,0.008742236,14.64794,13.38943,12.81829,12.50975,12.5235,12.185,12.221,9.146,6.672,-0.4416790259504036,-0.3529116232648108,-0.5391209874725504,-1.4904538564040573,inf,inf,False,0,1.25851,1.82965,2.13819,2.12444,0.57114,0.87968,0.86593,0.30854,0.29479,-0.01375,-0.036,3.039,5.513,3.075,5.549,2.474,190.962115330896,-0.561228250486937,[],[],0
1237648720701030505,3.310787E+17,0.08091559,19.57658,18.18556,17.37865,16.87723,16.52515,13.912,13.708,10.215,8.756,-0.3783664492460299,-0.3977198258191906,-0.4778469324953017,-1.6362326722361635,-0.1987195013404853,-1.3760286808565274,False,0,1.39102,2.19793,2.69935,3.05143,0.80691,1.30833,1.66041,0.50142,0.8535,0.35208,0.204,3.697,5.156,3.493,4.952,1.459,196.353261638807,-0.423482177104374,[],[],0
1237648720709419023,3.422983E+17,0.05100724,19.82959,17.57342,16.62047,16.14825,15.79788,13.407,13.379,11.594,9.049,-0.0978938236693481,-0.6267182177961234,-0.3361162578801915,-0.7008917148771386,-0.3671000256244462,-1.0539088187484018,False,0,2.25617,3.20912,3.68134,4.03171,0.95295,1.42517,1.77554,0.47222,0.82259,0.35037,0.028,1.813,4.358,1.785,4.33,2.545,215.49596625329,-0.59034196644354,[],[],0
1237648720714596764,3.502135E+17,0.03812717,18.61056,17.52897,17.20978,17.03196,16.86666,15.84,15.443,12.299,9.379,0.2358445107436606,-0.6418804021243918,-0.3950951581474238,-1.2740449140062031,-0.0645646894854011,-0.9218449061733934,False,0,1.08159,1.40078,1.5786,1.7439,0.31919,0.49701,0.66231,0.17782,0.34312,0.1653,0.397,3.541,6.461,3.144,6.064,2.92,227.426762168645,-0.420192198367304,[],[],0
1237648721213653108,5.338041E+17,0.07008598,19.91846,18.07701,17.20064,16.78985,16.46414,14.263,14.175,12.337,8.812,-0.223843901559904,-0.7044740431090447,-0.173554582247329,-0.6717377028865634,-0.4662705961942067,-1.201628417108935,False,0,1.84145,2.71782,3.12861,3.45432,0.87637,1.28716,1.61287,0.41079,0.7365,0.32571,0.088,1.926,5.451,1.838,5.363,3.525,140.968100906274,-0.0224542937760289,[],[],0
1237648721219616970,3.0633E+17,0.06570753,19.14333,17.45457,16.61268,16.13188,15.75954,13.282,13.046,9.277,7.337,-0.1987964939062967,-0.3997033742433573,-0.3337209066935085,-1.2435274554329985,-0.395824426747971,-0.7815194506973204,False,0,1.68876,2.53065,3.01145,3.38379,0.84189,1.32269,1.69503,0.4808,0.85314,0.37234,0.236,4.005,5.945,3.769,5.709,1.94,154.618369032971,-0.0706202266834076,[],[],0
1237648721222631714,3.096769E+17,0.1277196,20.27751,18.41557,17.43216,16.9352,16.56474,14.199,14.017,11.731,9.126,-0.1482411970205812,-0.476882929686753,-0.3593636313236745,-2.2386896525753133,0.0274246113487994,-0.5475959071949845,False,0,1.86194,2.84535,3.34231,3.71277,0.98341,1.48037,1.85083,0.49696,0.86742,0.37046,0.182,2.468,5.073,2.286,4.891,2.605,161.541716608748,-0.159714752912567,[],[],0
1237648721226563790,3.153064E+17,0.145081,19.43605,18.65242,18.26067,17.876,17.85749,15.083,14.621,10.557,8.356,0.1049728810724754,-0.6717615403961794,-0.5125505908933253,-1.4107795710581756,0.0626624890288545,-1.1116943139130444,False,0,0.78363,1.17538,1.56005,1.57856,0.39175,0.77642,0.79493,0.38467,0.40318,0.01851,0.462,4.526,6.727,4.064,6.265,2.201,170.470125985449,-0.125581039463233,[],[],0
1237648721227022436,3.152726E+17,0.1025379,19.44337,17.54925,16.49442,16.01906,15.59167,13.812,13.664,12.296,8.916,-0.1533489781165553,-0.4204547725586145,-0.2081364052599414,-0.8142142274280326,-0.400931050588247,-1.1203894213246088,False,0,1.89412,2.94895,3.42431,3.8517,1.05483,1.53019,1.95758,0.47536,0.90275,0.42739,0.148,1.516,4.896,1.368,4.748,3.38,171.492665446663,-0.094285196839569,[1237648721227022370],[41.31466699516626],1
1237648721246683363,3.434457E+17,0.05468448,18.91914,16.9335,16.02224,15.62472,15.30054,13.161,13.128,11.573,8.209,0.1531273974174307,-0.5865354337368003,-0.3825020019372333,-0.9461696641746083,-0.0403835206049236,-0.9897010991316946,False,0,1.98564,2.8969,3.29442,3.6186,0.91126,1.30878,1.63296,0.39752,0.7217,0.32418,0.033,1.588,4.952,1.555,4.919,3.364,216.370049799839,-0.0229429525828173,[],[],0
1237648721746985331,5.269852E+17,0.0514308,19.24623,17.97745,17.39694,17.12186,16.87907,15.192,15.135,12.713,9.128,0.3695916382796716,-1.0201679854250458,-0.5925427726112805,-1.2358449385044905,0.0296979239022379,-0.9500896102741364,False,0,1.26878,1.84929,2.12437,2.36716,0.58051,0.85559,1.09838,0.27508,0.51787,0.24279,0.057,2.479,6.064,2.422,6.007,3.585,132.92089668697,0.412102736752525,[],[],0
1237648721752555640,2.995947E+17,0.04570889,18.70869,16.9057,16.06775,15.61091,15.26124,13.022,12.87,8.991,6.497,-0.4836509960505745,-0.3378281510487825,-0.4944806503444501,-1.3518642097062843,-0.1623173067299094,-1.2727726104458907,False,0,1.80299,2.64094,3.09778,3.44745,0.83795,1.29479,1.64446,0.45684,0.80651,0.34967,0.152,4.031,6.525,3.879,6.373,2.494,145.594012704541,0.309420163606019,[],[],0
1237648721755177045,3.030054E+17,0.04568858,19.30731,17.92436,17.3047,16.90864,16.57477,14.604,14.438,10.952,8.861,-0.1847632582653512,-0.5425360409880042,-0.3905360042972674,-1.3662122258372025,-0.0275776036953641,,False,0,1.38295,2.00261,2.39867,2.73254,0.61966,1.01572,1.34959,0.39606,0.72993,0.33387,0.166,3.652,5.743,3.486,5.577,2.091,151.55762936887,0.368917338489388,[],[],0
1237648721757929485,3.075018E+17,0.02849584,18.93562,17.29913,16.57206,16.19714,15.9338,13.748,13.162,9.121,5.968,-0.1777312618922802,-0.2621338149372635,-0.3272847200165166,-1.0799079580371471,-0.205117059503019,-0.814374486517464,True,2,1.63649,2.36356,2.73848,3.00182,0.72707,1.10199,1.36533,0.37492,0.63826,0.26334,0.586,4.627,7.78,4.041,7.194,3.153,157.839920095356,0.231124987333111,[],[],0
1237648721759043703,3.097193E+17,0.05999361,18.87432,17.31517,16.5519,16.12465,15.80261,13.446,13.344,9.632,7.284,-0.6951453123958127,-0.3972326515720608,-0.5496259428454482,-1.6586546508199134,-0.4199220967875525,-1.1215283089537331,False,0,1.55915,2.32242,2.74967,3.07171,0.76327,1.19052,1.51256,0.42725,0.74929,0.32204,0.102,3.814,6.162,3.712,6.06,2.348,160.457025092098,0.313446756116929,[],[],0
1237648721763696893,3.164879E+17,0.03966612,17.5102,16.38663,16.00198,15.75451,15.62696,14.327,14.074,10.374,8.894,-0.3786669279301478,-0.4843072080632996,-0.4271998456221709,-1.4387533541656123,-0.3545937835615755,-1.0108296640463732,False,0,1.12357,1.50822,1.75569,1.88324,0.38465,0.63212,0.75967,0.24747,0.37502,0.12755,0.253,3.953,5.433,3.7,5.18,1.48,171.06256222075,0.418881633026313,[],[],0
1237648721771888656,3.277339E+17,0.08999824,19.46701,18.12778,17.59944,17.26391,17.13378,15.124,14.698,10.94,8.15,-0.3535632796286309,-0.4814094033478496,-0.4843848113593511,-1.0288924363723395,-0.2707470768878365,-0.8106601309647067,False,0,1.33923,1.86757,2.2031,2.33323,0.52834,0.86387,0.994,0.33553,0.46566,0.13013,0.426,4.184,6.974,3.758,6.548,2.79,189.742770033702,0.295505744242198,[],[],0
1237648721780408574,3.390234E+17,0.121928,20.01165,18.19233,17.26515,16.84391,16.54517,14.542,14.286,12.342,9.433,0.133807190234561,-0.5245195934239854,-0.404711020239513,-1.055518060466929,0.0226757985819753,-0.5667628199617639,False,0,1.81932,2.7465,3.16774,3.46648,0.92718,1.34842,1.64716,0.42124,0.71998,0.29874,0.256,2.2,5.109,1.944,4.853,2.909,209.24857813379,0.402673397183762,[],[],0
1237648721780605146,3.390289E+17,0.03251072,18.34579,17.1189,16.571,16.35813,16.21816,15.075,14.829,12.169,8.922,-0.4190687230433875,-0.5625684495014623,-0.4888587376177266,-1.773171330751825,-0.4387798267548216,-1.9019798819122613,False,0,1.22689,1.77479,1.98766,2.12763,0.5479,0.76077,0.90074,0.21287,0.35284,0.13997,0.246,2.906,6.153,2.66,5.907,3.247,209.672291205148,0.25149447160892,[],[],0
1237648721784602712,3.446879E+17,0.03455789,16.41841,15.37985,14.91913,14.60136,14.4337,13.039,12.718,8.352,6.128,-0.5150336350933246,-0.3285474168891581,-0.5706829055140287,-1.6765954688539544,-0.3226337541525328,-1.247392348818116,False,0,1.03856,1.49928,1.81705,1.98471,0.46072,0.77849,0.94615,0.31777,0.48543,0.16766,0.321,4.687,6.911,4.366,6.59,2.224,218.855585008139,0.334354911982314,[],[],0
1237648721784602712,3.446879E+17,0.03455789,16.41841,15.37985,14.91913,14.60136,14.4337,12.146,11.904,7.49,5.367,-0.5150336350933246,-0.3285474168891581,-0.5706829055140287,-1.6765954688539544,-0.3226337541525328,-1.247392348818116,False,0,1.03856,1.49928,1.81705,1.98471,0.46072,0.77849,0.94615,0.31777,0.48543,0.16766,0.242,4.656,6.779,4.414,6.537,2.123,218.855585008139,0.334354911982314,[],[],0
1237648721790173528,3.525472E+17,0.07583715,18.35503,17.25431,16.76992,16.41603,16.27255,14.284,14.05,10.188,8.133,-0.6262820122223429,-0.3912110026629626,-0.5368848459469142,-1.5284640495553703,-0.3746281612598875,,False,0,1.10072,1.58511,1.939,2.08248,0.48439,0.83828,0.98176,0.35389,0.49737,0.14348,0.234,4.096,6.151,3.862,5.917,2.055,231.592934497602,0.313391247317341,"[1237648721790173488, 1237648721790173487]","[57.467350495864785, 62.170567332508476]",2
1237648722284314869,5.281103E+17,0.04147589,16.60231,15.09823,14.37551,13.97239,13.68882,11.285,10.186,7.552,5.418,0.647433543588701,0.019355591898296,-0.1512091842955836,-0.8946898587279657,0.6931061794088402,-0.3782771324163237,True,10,1.50408,2.2268,2.62992,2.91349,0.72272,1.12584,1.40941,0.40312,0.68669,0.28357,1.099,3.733,5.867,2.634,4.768,2.134,133.948594184002,0.794284343944691,[],[],0
1237648722285035928,5.292909E+17,0.03672502,19.42784,18.16437,17.7216,17.45944,17.24968,15.812,15.978,12.414,8.983,-0.1997590038125281,-0.7103829411867429,-0.3482068189615692,-1.1217905524922174,-0.3483590286745655,-0.9820814038526734,False,0,1.26347,1.70624,1.9684,2.17816,0.44277,0.70493,0.91469,0.26216,0.47192,0.20976,-0.166,3.398,6.829,3.564,6.995,3.431,135.621106736488,0.709600641045617,[],[],0
1237648722289950774,2.996387E+17,0.0200758,16.71579,15.14503,14.27825,13.87008,13.49094,10.826,10.607,6.579,4.584,-0.3477218676519,-0.2190389952162404,-0.4148383559472473,-1.246090745127053,inf,inf,True,1,1.57076,2.43754,2.84571,3.22485,0.86678,1.27495,1.65409,0.40817,0.78731,0.37914,0.219,4.247,6.242,4.028,6.023,1.995,146.806815105269,0.665611359790035,[],[],0
1237648722289950973,2.996587E+17,0.02013125,18.38385,16.8754,16.24008,15.96128,15.71598,13.995,12.256,7.746,5.151,-0.0415901957619085,-0.5656488462486029,-0.3408144327568269,-1.313708844614785,inf,inf,True,2,1.50845,2.14377,2.42257,2.66787,0.63532,0.91412,1.15942,0.2788,0.5241,0.2453,1.739,6.249,8.844,4.51,7.105,2.595,146.842231508342,0.74082125510891,[],[],0
1237648722290933886,3.018462E+17,0.03412346,17.57377,16.41569,15.99608,15.71096,15.51995,14.226,13.979,10.901,8.431,-0.2365464393408679,-0.5952119024457733,-0.3638184429671799,-1.4353548759430446,-0.4119012618211309,-0.8540572573794534,False,0,1.15808,1.57769,1.86281,2.05382,0.41961,0.70473,0.89574,0.28512,0.47613,0.19101,0.247,3.325,5.795,3.078,5.548,2.47,149.008285842447,0.770012367278553,[],[],0
1237648722294210614,3.063938E+17,0.02150348,16.35665,15.0027,14.30254,13.94778,13.63869,10.842,9.857,6.601,4.293,0.0388874651817033,-0.2343656075444927,-0.4162699397240278,-1.3608094147743677,inf,inf,True,2,1.35395,2.05411,2.40887,2.71796,0.70016,1.05492,1.36401,0.35476,0.66385,0.30909,0.985,4.241,6.549,3.256,5.564,2.308,156.588064770496,0.684936069119849,[],[],0
1237648722304958639,3.221229E+17,0.009787623,18.019,17.03829,16.69249,16.52057,16.39145,14.809,14.719,11.988,9.134,0.3141559277936296,-0.9610601196513764,-0.4604780022773056,,inf,inf,False,0,0.98071,1.32651,1.49843,1.62755,0.3458,0.51772,0.64684,0.17192,0.30104,0.12912,0.09,2.821,5.675,2.731,5.585,2.854,181.052227141227,0.802591205529742,[],[],0
1237648722314592503,3.356447E+17,0.0853492,18.67756,16.69813,15.74054,15.30133,14.94667,12.814,12.763,11.654,9.147,-0.2648700709273583,-0.3853544303267089,-0.637599635844978,-1.2597435396864431,-0.0323920716767648,-1.9702265916219068,False,0,1.97943,2.93702,3.37623,3.73089,0.95759,1.3968,1.75146,0.43921,0.79387,0.35466,0.051,1.16,3.667,1.109,3.616,2.507,203.155311859601,0.83646540326937,[],[],0
1237648722821447727,5.270935E+17,0.07123264,17.80726,15.84897,14.92899,14.50981,14.19976,12.272,12.287,11.311,8.65,-0.049438207145983,0.0162757962660959,-0.7694648906816558,-0.937265510419569,0.4853195041502092,,True,1,1.95829,2.87827,3.29745,3.6075,0.91998,1.33916,1.64921,0.41918,0.72923,0.31005,-0.015,0.961,3.622,0.976,3.637,2.661,134.520596529587,1.15375408448147,[1237648722821447728],[41.70916453407075],1
1237648722829312138,5.652581E+17,0.04464394,19.82883,18.08182,17.26677,16.77065,16.36602,13.518,13.205,9.305,7.564,-0.3536701696947545,-0.4192287439550753,-0.421808114725258,-1.4024226750976274,-0.3226456260726395,-0.9621584832715964,False,0,1.74701,2.56206,3.05818,3.46281,0.81505,1.31117,1.7158,0.49612,0.90075,0.40463,0.313,4.213,5.954,3.9,5.641,1.741,152.474881288462,1.2213033261615,[],[],0
